genus	hgt_candidate	method	RAAU_cluster	blast_algorithm_type	blast_HGT_score	blast_hgt_taxonomy_level	blast_acceptor_lineage_at_hgt_taxonomy_level	blast_acceptor_lca_level	blast_acceptor_best_nonself_match_id	blast_acceptor_max_pident	blast_acceptor_max_bitscore	blast_acceptor_min_evalue	blast_acceptor_num_matches_at_lineage	blast_donor_num_matches_at_lineage	blast_total_num_matches	blast_donor_lineage_at_hgt_taxonomy_level	blast_donor_best_match_full_lineage	blast_donor_best_match_id	blast_donor_best_match_pident	blast_donor_max_bitscore	blast_donor_min_evalue	blast_alien_index	blast_hgt_index	blast_donor_distribution_index	blast_entropy	blast_entropy_normalized	blast_gini	blast_acceptor_sum_bitscore_per_group_01	blast_donor_sum_bitscore_per_group_01	blast_ahs_01_index	blast_transfer_index	blast_transfer_index_p_value	blast_transfer_index_adjusted_p_value	kofamscan_ko	kofamscan_threshold	kofamscan_score	kofamscan_evalue	kofamscan_ko_definition	hmmscan_domain_name	hmmscan_description	hmmscan_sequence_evalue	hmmscan_sequence_score	hmmscan_sequence_bias	hmmscan_best_domain_evalue	hmmscan_best_domain_score	pangenome_num_genes_in_cluster	pangenome_size	gff_seqid	gff_source	gff_feature	gff_start	gff_end	gff_score	gff_strand	gff_frame	gff_attribute	gff_seqid_length	gff_Dbxref	gff_end_range	gff_gbkey	gff_go_component	gff_go_function	gff_go_process	gff_ID	gff_locus_tag	gff_Name	gff_Note	gff_Ontology_term	gff_orig_transcript_id	gff_Parent	gff_partial	gff_product	gff_protein_id	gff_start_range	gff_frame_tally	gff_gene	gff_pseudo	gff_orig_protein_id	gff_transl_table	gff_exception
Pleurotus	MU154625.1_cds_KAF9491168.1_11394_1	blast	NA	kingdom	2 likely HGT	kingdom	Fungi	class	KDQ25131.1	75.8	95.6	4.34e-21	98	1	99	Viridiplantae	Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Malpighiales;Salicaceae;Salix;Salix suchowensis	KAG5223247.1	77.9	131	6.8e-32	24.87938775886476	31.244483671668146	1	0.08146202691506	0.02901735946353151	0.14574314574314584	39.52213740458015	1	-38.52213740458015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	10	MU154625.1	Genbank	CDS	87277	87326	.	+	2	ID=cds-KAF9491168.1;Parent=rna-gnl|WGS:JADNRH|BDN71DRAFT_mRNA1421895;Dbxref=JGIDB:Pleery1_1421895,NCBI_GP:KAF9491168.1;Name=KAF9491168.1;Note=expressed protein;gbkey=CDS;locus_tag=BDN71DRAFT_1421895;orig_transcript_id=gnl|WGS:JADNRH|BDN71DRAFT_mRNA1421895;partial=true;product=hypothetical protein;protein_id=KAF9491168.1;start_range=.,87277	136585	JGIDB:Pleery1_1421895,NCBI_GP:KAF9491168.1	NA	CDS	NA	NA	NA	cds-KAF9491168.1	BDN71DRAFT_1421895	KAF9491168.1	expressed protein	NA	gnl|WGS:JADNRH|BDN71DRAFT_mRNA1421895	rna-gnl|WGS:JADNRH|BDN71DRAFT_mRNA1421895	TRUE	hypothetical protein	KAF9491168.1	0.8727700000000002	3	NA	NA	NA	NA	NA
Pleurotus	MU154625.1_cds_KAF9491170.1_11396_1	blast	NA	kingdom	1 possible HGT	kingdom	Fungi	genus	KAG9225258.1	81.1	306	3.33e-85	5	2	7	Viridiplantae	Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Malpighiales;Salicaceae;Salix;Salix suchowensis	KAG5223228.1	82.7	321	5.61e-89	8.688761956433922	4.784688995215311	1	0.863120568566631	0.30744974986419643	0.2244897959183673	2.7803738317757007	1.3613707165109037	-1.4190031152647973	NA	NA	NA	K17344	539.47	8.7	0.068	rod outer segment membrane protein 1	NA	NA	NA	NA	NA	NA	NA	2	10	MU154625.1	Genbank	CDS	88450	88971	.	+	0	ID=cds-KAF9491170.1;Parent=rna-gnl|WGS:JADNRH|BDN71DRAFT_mRNA1453377;Dbxref=JGIDB:Pleery1_1453377,NCBI_GP:KAF9491170.1;Name=KAF9491170.1;gbkey=CDS;locus_tag=BDN71DRAFT_1453377;orig_transcript_id=gnl|WGS:JADNRH|BDN71DRAFT_mRNA1453377;product=hypothetical protein;protein_id=KAF9491170.1	136585	JGIDB:Pleery1_1453377,NCBI_GP:KAF9491170.1	NA	CDS	NA	NA	NA	cds-KAF9491170.1	BDN71DRAFT_1453377	KAF9491170.1	NA	NA	gnl|WGS:JADNRH|BDN71DRAFT_mRNA1453377	rna-gnl|WGS:JADNRH|BDN71DRAFT_mRNA1453377	NA	hypothetical protein	KAF9491170.1	NA	2	NA	NA	NA	NA	NA
Pleurotus	MU154626.1_cds_KAF9491138.1_11462_1	blast	NA	kingdom	3 highly likely HGT	kingdom	Fungi	class	KAF9494294.1	51.7	318	5.059999999999995e-88	72	1	76	Other Eukaryota	Eukaryota;Other Eukaryota;unclassified Eukaryota phylum;unclassified Eukaryota class;unclassified Eukaryota order;unclassified Eukaryota family;unclassified Eukaryota genus;unclassified Eukaryota species	KAG5220309.1	98.4	616	3.9299999999999995e-178	207.48538542688237	63.81156316916488	0.9333333333333332	0.3401710975750335	0.12117138980265124	0.16165413533834594	20.20762987012987	1	-19.20762987012987	NA	NA	NA	NA	NA	NA	NA	NA	VOG32168	REFSEQ hypothetical protein	0.66	10.9	3.1	1.5	9.8	1	10	MU154626.1	Genbank	CDS	133341	133592	.	-	0	ID=cds-KAF9491138.1;Parent=rna-gnl|WGS:JADNRH|BDN71DRAFT_mRNA1398875;Dbxref=JGIDB:Pleery1_1398875,NCBI_GP:KAF9491138.1;Name=KAF9491138.1;gbkey=CDS;locus_tag=BDN71DRAFT_1398875;orig_transcript_id=gnl|WGS:JADNRH|BDN71DRAFT_mRNA1398875;product=hypothetical protein;protein_id=KAF9491138.1	136447	JGIDB:Pleery1_1398875,NCBI_GP:KAF9491138.1	NA	CDS	NA	NA	NA	cds-KAF9491138.1	BDN71DRAFT_1398875	KAF9491138.1	NA	NA	gnl|WGS:JADNRH|BDN71DRAFT_mRNA1398875	rna-gnl|WGS:JADNRH|BDN71DRAFT_mRNA1398875	NA	hypothetical protein	KAF9491138.1	NA	2	NA	NA	NA	NA	NA
Pleurotus	MU154626.1_cds_KAF9491138.1_11462_1	blast	NA	kingdom	3 highly likely HGT	kingdom	Fungi	class	KAF9494294.1	51.7	318	5.059999999999995e-88	72	3	76	Viridiplantae	Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Malpighiales;Salicaceae;Salix;Salix suchowensis	KAG5222584.1	93.8	588	1.2899999999999985e-169	187.87611679744353	59.602649006622514	0.9333333333333332	0.3401710975750335	0.12117138980265124	0.16165413533834594	20.20762987012987	2.603896103896104	-17.603733766233766	NA	NA	NA	NA	NA	NA	NA	NA	VOG32168	REFSEQ hypothetical protein	0.66	10.9	3.1	1.5	9.8	1	10	MU154626.1	Genbank	CDS	133341	133592	.	-	0	ID=cds-KAF9491138.1;Parent=rna-gnl|WGS:JADNRH|BDN71DRAFT_mRNA1398875;Dbxref=JGIDB:Pleery1_1398875,NCBI_GP:KAF9491138.1;Name=KAF9491138.1;gbkey=CDS;locus_tag=BDN71DRAFT_1398875;orig_transcript_id=gnl|WGS:JADNRH|BDN71DRAFT_mRNA1398875;product=hypothetical protein;protein_id=KAF9491138.1	136447	JGIDB:Pleery1_1398875,NCBI_GP:KAF9491138.1	NA	CDS	NA	NA	NA	cds-KAF9491138.1	BDN71DRAFT_1398875	KAF9491138.1	NA	NA	gnl|WGS:JADNRH|BDN71DRAFT_mRNA1398875	rna-gnl|WGS:JADNRH|BDN71DRAFT_mRNA1398875	NA	hypothetical protein	KAF9491138.1	NA	2	NA	NA	NA	NA	NA
Pleurotus	MU154627.1_cds_KAF9491051.1_11470_1	blast	NA	kingdom	2 likely HGT	kingdom	Fungi	order	KAF4566336.1	70.5	241	2.65e-65	3	1	4	Viridiplantae	Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Malpighiales;Salicaceae;Salix;Salix suchowensis	KAG5220291.1	87.1	267	6.26e-73	17.561060198838504	10.236220472440944	1	0.8112781244591328	0.28898309867585964	0.2142857142857143	1.2808988764044944	1	-0.2808988764044944	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	10	MU154627.1	Genbank	CDS	11075	11620	.	-	0	ID=cds-KAF9491051.1;Parent=rna-gnl|WGS:JADNRH|BDN71DRAFT_mRNA1453465;Dbxref=JGIDB:Pleery1_1453465,NCBI_GP:KAF9491051.1;Name=KAF9491051.1;Note=expressed protein;gbkey=CDS;locus_tag=BDN71DRAFT_1453465;orig_transcript_id=gnl|WGS:JADNRH|BDN71DRAFT_mRNA1453465;product=hypothetical protein;protein_id=KAF9491051.1	134823	JGIDB:Pleery1_1453465,NCBI_GP:KAF9491051.1	NA	CDS	NA	NA	NA	cds-KAF9491051.1	BDN71DRAFT_1453465	KAF9491051.1	expressed protein	NA	gnl|WGS:JADNRH|BDN71DRAFT_mRNA1453465	rna-gnl|WGS:JADNRH|BDN71DRAFT_mRNA1453465	NA	hypothetical protein	KAF9491051.1	NA	1	NA	NA	NA	NA	NA
Pleurotus	MU154628.1_cds_KAF9490997.1_11514_1	blast	NA	kingdom	1 possible HGT	kingdom	Fungi	genus	KAG9219520.1	85	709	5.55e-206	3	1	4	Other Eukaryota	Eukaryota;Other Eukaryota;unclassified Eukaryota phylum;unclassified Eukaryota class;unclassified Eukaryota order;unclassified Eukaryota family;unclassified Eukaryota genus;unclassified Eukaryota species	KAG5221096.1	92.6	772	8.149999999999993e-225	5.549984621211479e-6	8.50776502363268	1	0.8112781244591328	0.28898309867585964	0.2142857142857143	2.678756476683938	1	-1.678756476683938	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	10	MU154628.1	Genbank	CDS	25569	26612	.	-	0	ID=cds-KAF9490997.1;Parent=rna-gnl|WGS:JADNRH|BDN71DRAFT_mRNA1453517;Dbxref=JGIDB:Pleery1_1453517,NCBI_GP:KAF9490997.1;Name=KAF9490997.1;Note=expressed protein;gbkey=CDS;locus_tag=BDN71DRAFT_1453517;orig_transcript_id=gnl|WGS:JADNRH|BDN71DRAFT_mRNA1453517;product=hypothetical protein;protein_id=KAF9490997.1	130709	JGIDB:Pleery1_1453517,NCBI_GP:KAF9490997.1	NA	CDS	NA	NA	NA	cds-KAF9490997.1	BDN71DRAFT_1453517	KAF9490997.1	expressed protein	NA	gnl|WGS:JADNRH|BDN71DRAFT_mRNA1453517	rna-gnl|WGS:JADNRH|BDN71DRAFT_mRNA1453517	NA	hypothetical protein	KAF9490997.1	NA	1	NA	NA	NA	NA	NA
Pleurotus	MU154628.1_cds_KAF9491026.1_11543_1	blast	NA	kingdom	3 highly likely HGT	kingdom	Fungi	class	KAF8897528.1	52	619	3.8899999999999996e-179	67	1	68	Other Eukaryota	Eukaryota;Other Eukaryota;unclassified Eukaryota phylum;unclassified Eukaryota class;unclassified Eukaryota order;unclassified Eukaryota family;unclassified Eukaryota genus;unclassified Eukaryota species	KAG9219365.1	95.6	1448	0	49.71269611050536	80.21286889211417	1	0.11058084476988708	0.03938969166351032	0.1470588235294118	24.136049723756905	1	-23.136049723756905	NA	NA	NA	K17710	312.3	58.5	4.4e-17	pentatricopeptide repeat domain-containing protein 1	NA	NA	NA	NA	NA	NA	NA	6	10	MU154628.1	Genbank	CDS	93092	93538	.	-	0	ID=cds-KAF9491026.1;Parent=rna-gnl|WGS:JADNRH|BDN71DRAFT_mRNA1399097;Dbxref=InterPro:IPR002885,JGIDB:Pleery1_1399097,NCBI_GP:KAF9491026.1;Name=KAF9491026.1;Note=expressed protein;gbkey=CDS;locus_tag=BDN71DRAFT_1399097;orig_transcript_id=gnl|WGS:JADNRH|BDN71DRAFT_mRNA1399097;product=hypothetical protein;protein_id=KAF9491026.1	130709	InterPro:IPR002885,JGIDB:Pleery1_1399097,NCBI_GP:KAF9491026.1	NA	CDS	NA	NA	NA	cds-KAF9491026.1	BDN71DRAFT_1399097	KAF9491026.1	expressed protein	NA	gnl|WGS:JADNRH|BDN71DRAFT_mRNA1399097	rna-gnl|WGS:JADNRH|BDN71DRAFT_mRNA1399097	NA	hypothetical protein	KAF9491026.1	NA	2	NA	NA	NA	NA	NA
Pleurotus	MU154636.1_cds_KAF9490654.1_11885_1	blast	NA	kingdom	1 possible HGT	kingdom	Fungi	class	KAG9220436.1	97.1	69.8	3.15e-13	4	1	5	Viridiplantae	Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Malpighiales;Salicaceae;Salix;Salix suchowensis	KAG5221577.1	78.6	84.4	1.06e-17	10.299473916689749	18.93644617380027	1	0.7219280948873623	0.25715597597408063	0.20000000000000007	2.2843601895734595	1	-1.2843601895734595	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	10	MU154636.1	Genbank	CDS	40837	41214	.	-	0	ID=cds-KAF9490654.1;Parent=rna-gnl|WGS:JADNRH|BDN71DRAFT_mRNA1453982;Dbxref=JGIDB:Pleery1_1453982,NCBI_GP:KAF9490654.1;Name=KAF9490654.1;gbkey=CDS;locus_tag=BDN71DRAFT_1453982;orig_transcript_id=gnl|WGS:JADNRH|BDN71DRAFT_mRNA1453982;product=hypothetical protein;protein_id=KAF9490654.1	120632	JGIDB:Pleery1_1453982,NCBI_GP:KAF9490654.1	NA	CDS	NA	NA	NA	cds-KAF9490654.1	BDN71DRAFT_1453982	KAF9490654.1	NA	NA	gnl|WGS:JADNRH|BDN71DRAFT_mRNA1453982	rna-gnl|WGS:JADNRH|BDN71DRAFT_mRNA1453982	NA	hypothetical protein	KAF9490654.1	NA	1	NA	NA	NA	NA	NA
Pleurotus	MU154639.1_cds_KAF9490558.1_12040_1	blast	NA	kingdom	2 likely HGT	kingdom	Fungi	class	KAH8118354.1	65.8	208	7.319999999999999e-55	98	1	99	Viridiplantae	Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Malpighiales;Salicaceae;Salix;Salix suchowensis	KAG5221191.1	99.3	235	4.01e-63	19.022499830607103	12.18961625282167	1	0.08146202691506	0.02901735946353151	0.14574314574314584	67.32765957446809	1	-66.32765957446809	NA	NA	NA	K14325	111.47	100.7	9.300000000000001e-30	RNA-binding protein with serine-rich domain 1	VOG21286	REFSEQ putative glycoprotein 2	0.013	16.1	0	0.021	15.5	1	10	MU154639.1	Genbank	CDS	99647	99788	.	-	0	ID=cds-KAF9490558.1;Parent=rna-gnl|WGS:JADNRH|BDN71DRAFT_mRNA1454165;Dbxref=InterPro:IPR000504,JGIDB:Pleery1_1454165,NCBI_GP:KAF9490558.1;Name=KAF9490558.1;Note=expressed protein;Ontology_term=GO:0003676;gbkey=CDS;go_function=nucleic acid binding|0003676||;locus_tag=BDN71DRAFT_1454165;orig_transcript_id=gnl|WGS:JADNRH|BDN71DRAFT_mRNA1454165;product=hypothetical protein;protein_id=KAF9490558.1	116428	InterPro:IPR000504,JGIDB:Pleery1_1454165,NCBI_GP:KAF9490558.1	NA	CDS	NA	nucleic acid binding|0003676||	NA	cds-KAF9490558.1	BDN71DRAFT_1454165	KAF9490558.1	expressed protein	GO:0003676	gnl|WGS:JADNRH|BDN71DRAFT_mRNA1454165	rna-gnl|WGS:JADNRH|BDN71DRAFT_mRNA1454165	NA	hypothetical protein	KAF9490558.1	NA	2	NA	NA	NA	NA	NA
Pleurotus	MU154640.1_cds_KAF9490482.1_12052_1	blast	NA	kingdom	1 possible HGT	kingdom	Fungi	genus	KAF4562992.1	51.4	456	7.869999999999999e-130	9	2	11	Viridiplantae	Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Malpighiales;Salicaceae;Salix;Salix suchowensis	KAG5222595.1	95.3	459	9.999999999999999e-131	2.06305806242932	0.6557377049180327	1	0.6840384356390417	0.24365940703275488	0.19480519480519476	5.112418300653595	1.3398692810457518	-3.772549019607843	NA	NA	NA	K17971	1016.23	20.4	9.3e-6	BNI1-related protein 1	VOG15792	REFSEQ hypothetical protein	0.019	15.3	2.8	0.029	14.8	1	10	MU154640.1	Genbank	CDS	39248	39562	.	-	0	ID=cds-KAF9490482.1;Parent=rna-gnl|WGS:JADNRH|BDN71DRAFT_mRNA1434647;Dbxref=JGIDB:Pleery1_1434647,NCBI_GP:KAF9490482.1;Name=KAF9490482.1;gbkey=CDS;locus_tag=BDN71DRAFT_1434647;orig_transcript_id=gnl|WGS:JADNRH|BDN71DRAFT_mRNA1434647;product=hypothetical protein;protein_id=KAF9490482.1	115899	JGIDB:Pleery1_1434647,NCBI_GP:KAF9490482.1	NA	CDS	NA	NA	NA	cds-KAF9490482.1	BDN71DRAFT_1434647	KAF9490482.1	NA	NA	gnl|WGS:JADNRH|BDN71DRAFT_mRNA1434647	rna-gnl|WGS:JADNRH|BDN71DRAFT_mRNA1434647	NA	hypothetical protein	KAF9490482.1	NA	3	NA	NA	NA	NA	NA
Pleurotus	MU154640.1_cds_KAF9490507.1_12077_1	blast	NA	kingdom	3 highly likely HGT	kingdom	Fungi	genus	KAG9227855.1	64.7	623	1.3799999999999995e-180	5	2	7	Viridiplantae	Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Malpighiales;Salicaceae;Salix;Salix suchowensis	KAG5222102.1	74.3	842	3.4899999999999995e-246	46.37378535905003	29.897610921501705	1	0.863120568566631	0.30744974986419643	0.2244897959183673	2.330166270783848	1.5415676959619953	-0.7885985748218527	NA	NA	NA	K06078	38.93	5.8	1.8	murein lipoprotein	NA	NA	NA	NA	NA	NA	NA	3	10	MU154640.1	Genbank	CDS	97230	97611	.	+	0	ID=cds-KAF9490507.1;Parent=rna-gnl|WGS:JADNRH|BDN71DRAFT_mRNA1523268;Dbxref=JGIDB:Pleery1_1523268,NCBI_GP:KAF9490507.1;Name=KAF9490507.1;gbkey=CDS;locus_tag=BDN71DRAFT_1523268;orig_transcript_id=gnl|WGS:JADNRH|BDN71DRAFT_mRNA1523268;product=hypothetical protein;protein_id=KAF9490507.1	115899	JGIDB:Pleery1_1523268,NCBI_GP:KAF9490507.1	NA	CDS	NA	NA	NA	cds-KAF9490507.1	BDN71DRAFT_1523268	KAF9490507.1	NA	NA	gnl|WGS:JADNRH|BDN71DRAFT_mRNA1523268	rna-gnl|WGS:JADNRH|BDN71DRAFT_mRNA1523268	NA	hypothetical protein	KAF9490507.1	NA	3	NA	NA	NA	NA	NA
Pleurotus	MU154642.1_cds_KAF9490416.1_12128_1	blast	NA	kingdom	1 possible HGT	kingdom	Fungi	order	XP_036635368.1	85.7	448	4.78e-127	7	1	8	Viridiplantae	Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Malpighiales;Salicaceae;Salix;Salix suchowensis	KAG5220430.1	82.9	461	2.85e-131	9.72746192419902	2.8602860286028604	1	0.5435644431995964	0.19362156132406652	0.1785714285714286	5.202386117136659	1	-4.202386117136659	NA	NA	NA	NA	NA	NA	NA	NA	VOG02199	REFSEQ major tail protein	0.13	13.4	0	0.23	12.6	5	10	MU154642.1	Genbank	CDS	68055	68440	.	-	0	ID=cds-KAF9490416.1;Parent=rna-gnl|WGS:JADNRH|BDN71DRAFT_mRNA191125;Dbxref=JGIDB:Pleery1_191125,NCBI_GP:KAF9490416.1;Name=KAF9490416.1;Note=expressed protein;gbkey=CDS;locus_tag=BDN71DRAFT_191125;orig_transcript_id=gnl|WGS:JADNRH|BDN71DRAFT_mRNA191125;product=hypothetical protein;protein_id=KAF9490416.1	115043	JGIDB:Pleery1_191125,NCBI_GP:KAF9490416.1	NA	CDS	NA	NA	NA	cds-KAF9490416.1	BDN71DRAFT_191125	KAF9490416.1	expressed protein	NA	gnl|WGS:JADNRH|BDN71DRAFT_mRNA191125	rna-gnl|WGS:JADNRH|BDN71DRAFT_mRNA191125	NA	hypothetical protein	KAF9490416.1	NA	3	NA	NA	NA	NA	NA
Pleurotus	MU154643.1_cds_KAF9490362.1_12166_1	blast	NA	kingdom	1 possible HGT	kingdom	Fungi	class	KAG9224647.1	81.7	603	1.699999999999999e-174	98	1	99	Other Eukaryota	Eukaryota;Other Eukaryota;unclassified Eukaryota phylum;unclassified Eukaryota class;unclassified Eukaryota order;unclassified Eukaryota family;unclassified Eukaryota genus;unclassified Eukaryota species	KAF4571525.1	84	614	4.04e-178	8.344723931065346	1.80772391125719	1	0.08146202691506	0.02901735946353151	0.14574314574314584	56.395765472312704	1	-55.395765472312704	NA	NA	NA	K06946	106.2	38.1	1.2e-10	uncharacterized protein	VOG01067	REFSEQ virion structural protein	0.0055	17	8.6	0.24	11.6	1	10	MU154643.1	Genbank	CDS	32489	32523	.	-	0	ID=cds-KAF9490362.1;Parent=rna-gnl|WGS:JADNRH|BDN71DRAFT_mRNA1511335;Dbxref=JGIDB:Pleery1_1511335,NCBI_GP:KAF9490362.1;Name=KAF9490362.1;Note=expressed protein;gbkey=CDS;locus_tag=BDN71DRAFT_1511335;orig_transcript_id=gnl|WGS:JADNRH|BDN71DRAFT_mRNA1511335;product=hypothetical protein;protein_id=KAF9490362.1	114987	JGIDB:Pleery1_1511335,NCBI_GP:KAF9490362.1	NA	CDS	NA	NA	NA	cds-KAF9490362.1	BDN71DRAFT_1511335	KAF9490362.1	expressed protein	NA	gnl|WGS:JADNRH|BDN71DRAFT_mRNA1511335	rna-gnl|WGS:JADNRH|BDN71DRAFT_mRNA1511335	NA	hypothetical protein	KAF9490362.1	NA	5	NA	NA	NA	NA	NA
Pleurotus	MU154649.1_cds_KAF9490144.1_12445_1	blast	NA	kingdom	2 likely HGT	kingdom	Fungi	class	KAF9487933.1	96.4	183	4.0799999999999996e-48	4	1	6	Other Eukaryota	Eukaryota;Other Eukaryota;unclassified Eukaryota phylum;unclassified Eukaryota class;unclassified Eukaryota order;unclassified Eukaryota family;unclassified Eukaryota genus;unclassified Eukaryota species	KAF4598810.1	78.3	229	9.37e-62	31.40477519408239	22.33009708737864	0.8	1.2516291673878228	0.4458393050175722	0.2857142857142857	2.725	0.9541666666666668	-1.7708333333333337	NA	NA	NA	K24778	85.97	14.7	0.0012	abscission/NoCut checkpoint regulator	VOG05522	sp|Q46CK8|RPO10_METBF DNA-directed RNA polymerase subunit Rpo10	0.015	16.2	2	0.023	15.6	1	10	MU154649.1	Genbank	CDS	101571	101762	.	+	0	ID=cds-KAF9490144.1;Parent=rna-gnl|WGS:JADNRH|BDN71DRAFT_mRNA1369865;Dbxref=JGIDB:Pleery1_1369865,NCBI_GP:KAF9490144.1;Name=KAF9490144.1;gbkey=CDS;locus_tag=BDN71DRAFT_1369865;orig_transcript_id=gnl|WGS:JADNRH|BDN71DRAFT_mRNA1369865;partial=true;product=hypothetical protein;protein_id=KAF9490144.1;start_range=.,101571	101996	JGIDB:Pleery1_1369865,NCBI_GP:KAF9490144.1	NA	CDS	NA	NA	NA	cds-KAF9490144.1	BDN71DRAFT_1369865	KAF9490144.1	NA	NA	gnl|WGS:JADNRH|BDN71DRAFT_mRNA1369865	rna-gnl|WGS:JADNRH|BDN71DRAFT_mRNA1369865	TRUE	hypothetical protein	KAF9490144.1	0.101571	2	NA	NA	NA	NA	NA
Pleurotus	MU154649.1_cds_KAF9490144.1_12445_1	blast	NA	kingdom	2 likely HGT	kingdom	Fungi	class	KAF9487933.1	96.4	183	4.0799999999999996e-48	4	1	6	Viridiplantae	Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Malpighiales;Salicaceae;Salix;Salix suchowensis	KAG5223262.1	78.5	240	6.93e-65	38.61418375611302	26.95035460992908	0.8	1.2516291673878228	0.4458393050175722	0.2857142857142857	2.725	1	-1.725	NA	NA	NA	K24778	85.97	14.7	0.0012	abscission/NoCut checkpoint regulator	VOG05522	sp|Q46CK8|RPO10_METBF DNA-directed RNA polymerase subunit Rpo10	0.015	16.2	2	0.023	15.6	1	10	MU154649.1	Genbank	CDS	101571	101762	.	+	0	ID=cds-KAF9490144.1;Parent=rna-gnl|WGS:JADNRH|BDN71DRAFT_mRNA1369865;Dbxref=JGIDB:Pleery1_1369865,NCBI_GP:KAF9490144.1;Name=KAF9490144.1;gbkey=CDS;locus_tag=BDN71DRAFT_1369865;orig_transcript_id=gnl|WGS:JADNRH|BDN71DRAFT_mRNA1369865;partial=true;product=hypothetical protein;protein_id=KAF9490144.1;start_range=.,101571	101996	JGIDB:Pleery1_1369865,NCBI_GP:KAF9490144.1	NA	CDS	NA	NA	NA	cds-KAF9490144.1	BDN71DRAFT_1369865	KAF9490144.1	NA	NA	gnl|WGS:JADNRH|BDN71DRAFT_mRNA1369865	rna-gnl|WGS:JADNRH|BDN71DRAFT_mRNA1369865	TRUE	hypothetical protein	KAF9490144.1	0.101571	2	NA	NA	NA	NA	NA
Pleurotus	MU154653.1_cds_KAF9489984.1_12592_1	blast	NA	kingdom	3 highly likely HGT	kingdom	Fungi	class	XP_036635428.1	41.7	408	1.07e-115	40	3	54	Viridiplantae	Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Malpighiales;Salicaceae;Salix;Salix suchowensis	KAG5220529.1	84.1	529	1.1099999999999999e-151	82.85636198093522	25.82710779082177	0.9454545454545455	1.019966037299242	0.36331923309207903	0.2328042328042328	18.211909262759924	2.440453686200378	-15.771455576559546	NA	NA	NA	K04763	292.27	35.4	7.5e-10	integrase/recombinase XerD	VOG00056	sp|O55752|148R_IIV6 Putative MSV199 domain-containing protein 148R	1.3e-5	25.5	0	2.3e-5	24.7	1	10	MU154653.1	Genbank	CDS	76512	76690	.	-	0	ID=cds-KAF9489984.1;Parent=rna-gnl|WGS:JADNRH|BDN71DRAFT_mRNA1435024;Dbxref=JGIDB:Pleery1_1435024,NCBI_GP:KAF9489984.1;Name=KAF9489984.1;gbkey=CDS;locus_tag=BDN71DRAFT_1435024;orig_transcript_id=gnl|WGS:JADNRH|BDN71DRAFT_mRNA1435024;product=hypothetical protein;protein_id=KAF9489984.1	97763	JGIDB:Pleery1_1435024,NCBI_GP:KAF9489984.1	NA	CDS	NA	NA	NA	cds-KAF9489984.1	BDN71DRAFT_1435024	KAF9489984.1	NA	NA	gnl|WGS:JADNRH|BDN71DRAFT_mRNA1435024	rna-gnl|WGS:JADNRH|BDN71DRAFT_mRNA1435024	NA	hypothetical protein	KAF9489984.1	NA	8	NA	NA	NA	NA	NA
